Week_Start_Date,Neighborhood,Population_Density_per_km2,Number_of_Businesses,Avg_Household_Size,Market_Present,Industrial_Zone,Collection_Frequency_per_Week,Month,Weekly_Waste_Weight_kg
2023-06-26,Bafut,3120,303,3.7,0,1,3,6,2873.4
2023-07-03,Bafut,3066,308,3.6,0,1,3,7,2790.5
2023-07-10,Bafut,3077,304,3.7,0,1,3,7,2959.0
2023-07-17,Bafut,3123,310,3.6,0,1,3,7,2653.3
2023-07-24,Bafut,3070,305,3.6,0,1,3,7,2246.8
2023-07-31,Bafut,3071,308,3.7,0,1,3,7,2980.7
2023-08-07,Bafut,3144,303,3.6,0,1,3,8,3000.2
2023-08-14,Bafut,3146,300,3.6,0,1,3,8,2639.0
2023-08-21,Bafut,3088,309,3.8,0,1,3,8,2645.9
2023-08-28,Bafut,3077,304,3.7,0,1,3,8,2666.9
2023-09-04,Bafut,3128,306,3.5,0,1,3,9,2478.8
2023-09-11,Bafut,3135,303,4.0,0,1,3,9,2624.7
2023-09-18,Bafut,3133,310,3.4,0,1,3,9,2659.7
2023-09-25,Bafut,3110,301,4.0,0,1,3,9,2518.7
2023-10-02,Bafut,3065,310,3.7,0,1,3,10,2633.8
2023-10-09,Bafut,3099,305,3.7,0,1,3,10,2125.3
2023-10-16,Bafut,3082,310,3.3,0,1,3,10,2518.9
2023-10-23,Bafut,3091,302,3.7,0,1,3,10,2204.0
2023-10-30,Bafut,3081,300,3.7,0,1,3,10,2396.2
2023-11-06,Bafut,3097,301,3.7,0,1,3,11,2840.8
2023-11-13,Bafut,3136,306,3.4,0,1,3,11,2178.1
2023-11-20,Bafut,3121,305,3.8,0,1,3,11,2525.2
2023-11-27,Bafut,3150,306,3.3,0,1,3,11,1902.8
2023-12-04,Bafut,3125,304,3.3,0,1,3,12,2302.9
2023-12-11,Bafut,3053,308,3.8,0,1,3,12,2203.2
2020-02-24,Mendankwe,585,230,4.4,0,1,2,2,1094.8
2020-03-02,Mendankwe,608,231,4.1,0,1,2,3,1093.6
2020-03-09,Mendankwe,679,225,4.4,0,1,2,3,1093.8
2020-03-16,Mendankwe,648,232,4.6,0,1,2,3,1286.3
2020-03-23,Mendankwe,610,223,4.2,0,1,2,3,1076.3
2020-03-30,Mendankwe,585,223,4.2,0,1,2,3,1073.2
2020-04-06,Mendankwe,603,228,4.1,0,1,2,4,1101.4
2020-04-13,Mendankwe,591,227,4.1,0,1,2,4,1254.5
2020-04-20,Mendankwe,640,232,4.0,0,1,2,4,1224.0
2020-04-27,Mendankwe,595,222,4.2,0,1,2,4,1354.6
2020-05-04,Mendankwe,626,223,4.2,0,1,2,5,1281.7
2020-05-11,Mendankwe,616,231,4.4,0,1,2,5,1362.2
2020-05-18,Mendankwe,644,226,4.2,0,1,2,5,1467.1
2020-05-25,Mendankwe,682,225,4.4,0,1,2,5,1566.6
2020-06-01,Mendankwe,615,231,4.2,0,1,2,6,1392.0
2020-06-08,Mendankwe,618,226,4.3,0,1,2,6,1306.1
2020-06-15,Mendankwe,631,228,4.4,0,1,2,6,1201.4
2020-06-22,Mendankwe,659,222,4.4,0,1,2,6,1068.0
2020-06-29,Mendankwe,676,229,4.2,0,1,2,6,1323.5
2020-07-06,Mendankwe,682,226,3.9,0,1,2,7,1092.5
2020-07-13,Mendankwe,624,226,4.2,0,1,2,7,1406.3
2020-07-20,Mendankwe,619,222,3.9,0,1,2,7,1237.5
2020-07-27,Mendankwe,587,224,4.0,0,1,2,7,1098.0
2020-08-03,Mendankwe,673,232,4.4,0,1,2,8,1248.1
2020-08-10,Mendankwe,584,228,4.0,0,1,2,8,1264.9
2020-08-17,Mendankwe,622,226,4.4,0,1,2,8,1138.3
2020-08-24,Mendankwe,584,227,4.4,0,1,2,8,1187.9
2020-08-31,Mendankwe,663,230,4.6,0,1,2,8,1122.2
2020-09-07,Mendankwe,664,222,3.9,0,1,2,9,1411.3
2020-09-14,Mendankwe,584,231,4.2,0,1,2,9,991.2
2020-09-21,Mendankwe,667,230,4.1,0,1,2,9,1152.6
2020-09-28,Mendankwe,668,232,4.0,0,1,2,9,1154.7
2020-10-05,Mendankwe,626,230,4.2,0,1,2,10,1057.0
2020-10-12,Mendankwe,596,228,4.3,0,1,2,10,1093.1
2020-10-19,Mendankwe,657,232,4.1,0,1,2,10,1136.1
2020-10-26,Mendankwe,664,230,3.7,0,1,2,10,1064.1
2020-11-02,Mendankwe,617,225,4.3,0,1,2,11,928.0
2020-11-09,Mendankwe,642,231,4.2,0,1,2,11,1108.6
2020-11-16,Mendankwe,646,228,4.0,0,1,2,11,876.2
2020-11-23,Mendankwe,598,229,4.0,0,1,2,11,885.9
2020-11-30,Mendankwe,663,222,4.3,0,1,2,11,866.4
2020-12-07,Mendankwe,679,231,4.0,0,1,2,12,1106.4
2020-12-14,Mendankwe,609,228,4.5,0,1,2,12,916.9
2020-12-21,Mendankwe,678,226,4.1,0,1,2,12,935.0
2020-12-28,Mendankwe,623,231,4.4,0,1,2,12,969.1
2021-01-04,Mendankwe,592,229,4.4,0,1,2,1,1092.0
2021-01-11,Mendankwe,593,223,4.3,0,1,2,1,929.9
2021-01-18,Mendankwe,680,232,4.5,0,1,2,1,1070.3
2021-01-25,Mendankwe,625,229,4.5,0,1,2,1,1155.1
2021-02-01,Mendankwe,623,228,4.2,0,1,2,2,1083.5
2021-02-08,Mendankwe,633,222,4.4,0,1,2,2,1032.7
2021-02-15,Mendankwe,681,232,4.1,0,1,2,2,1149.7
2021-02-22,Mendankwe,585,226,4.5,0,1,2,2,1111.2
2021-03-01,Mendankwe,603,227,4.1,0,1,2,3,1181.1
2021-03-08,Mendankwe,592,232,4.3,0,1,2,3,1167.8
2021-03-15,Mendankwe,600,224,3.8,0,1,2,3,1145.3
2021-03-22,Mendankwe,595,225,4.3,0,1,2,3,1153.1
2021-03-29,Mendankwe,669,231,4.3,0,1,2,3,1294.4
2021-04-05,Mendankwe,613,232,4.3,0,1,2,4,1135.3
2021-04-12,Mendankwe,595,222,4.3,0,1,2,4,1316.8
2021-04-19,Mendankwe,604,225,4.4,0,1,2,4,1062.9
2021-04-26,Mendankwe,642,230,4.4,0,1,2,4,1395.6
2021-05-03,Mendankwe,587,227,4.3,0,1,2,5,1186.3
2021-05-10,Mendankwe,675,225,4.4,0,1,2,5,1338.0
2021-05-17,Mendankwe,593,223,4.2,0,1,2,5,1204.3
2021-05-24,Mendankwe,656,223,4.2,0,1,2,5,1476.5
2021-05-31,Mendankwe,679,227,4.3,0,1,2,5,1316.5
2021-06-07,Mendankwe,598,228,4.0,0,1,2,6,1277.8
2021-06-14,Mendankwe,665,231,3.9,0,1,2,6,1561.9
2021-06-21,Mendankwe,650,227,4.1,0,1,2,6,1320.8
2021-06-28,Mendankwe,585,227,4.3,0,1,2,6,1269.5
2021-07-05,Mendankwe,623,224,4.5,0,1,2,7,1201.0
2021-07-12,Mendankwe,627,232,4.2,0,1,2,7,1211.6
2021-07-19,Mendankwe,630,224,4.0,0,1,2,7,1262.1
2021-07-26,Mendankwe,600,226,4.4,0,1,2,7,1221.4
2021-08-02,Mendankwe,623,227,4.3,0,1,2,8,1298.0
2021-08-09,Mendankwe,625,225,4.0,0,1,2,8,1310.4
2021-08-16,Mendankwe,621,231,3.9,0,1,2,8,1302.3
2021-08-23,Mendankwe,661,223,4.2,0,1,2,8,1182.5
2021-08-30,Mendankwe,657,231,4.1,0,1,2,8,1291.4
2021-09-06,Mendankwe,611,224,4.2,0,1,2,9,1019.5
2021-09-13,Mendankwe,598,222,4.4,0,1,2,9,1356.5
2021-09-20,Mendankwe,623,228,4.0,0,1,2,9,1144.1
2021-09-27,Mendankwe,652,232,3.9,0,1,2,9,1141.7
2021-10-04,Mendankwe,618,222,4.2,0,1,2,10,1074.5
2021-10-11,Mendankwe,590,227,4.2,0,1,2,10,1088.0
2021-10-18,Mendankwe,679,231,4.1,0,1,2,10,991.6
2021-10-25,Mendankwe,655,223,3.9,0,1,2,10,1175.7
2021-11-01,Mendankwe,629,231,4.2,0,1,2,11,1145.6
2021-11-08,Mendankwe,682,229,4.2,0,1,2,11,1116.4
2021-11-15,Mendankwe,650,228,4.2,0,1,2,11,1003.9
2021-11-22,Mendankwe,672,222,4.2,0,1,2,11,1005.1
2021-11-29,Mendankwe,648,232,4.3,0,1,2,11,1136.2
2021-12-06,Mendankwe,631,228,4.0,0,1,2,12,1024.9
2021-12-13,Mendankwe,621,222,4.3,0,1,2,12,924.4
2021-12-20,Mendankwe,659,231,4.2,0,1,2,12,1046.1
2021-12-27,Mendankwe,620,227,4.3,0,1,2,12,1100.8
2022-01-03,Mendankwe,638,228,4.1,0,1,2,1,1195.4
2022-01-10,Mendankwe,663,224,4.3,0,1,2,1,1107.2
2022-01-17,Mendankwe,612,228,4.3,0,1,2,1,1087.1
2022-01-24,Mendankwe,641,224,4.4,0,1,2,1,1175.3
2022-01-31,Mendankwe,665,223,4.3,0,1,2,1,1021.3
2022-02-07,Mendankwe,595,227,4.1,0,1,2,2,1081.4
2022-02-14,Mendankwe,595,230,4.5,0,1,2,2,1105.2
2022-02-21,Mendankwe,657,223,4.1,0,1,2,2,1199.2
2022-02-28,Mendankwe,665,232,4.4,0,1,2,2,1174.1
2022-03-07,Mendankwe,611,225,3.9,0,1,2,3,1225.6
2022-03-14,Mendankwe,626,225,4.3,0,1,2,3,1229.7
2022-03-21,Mendankwe,608,225,4.2,0,1,2,3,1356.5
2022-03-28,Mendankwe,596,232,3.9,0,1,2,3,1291.9
2022-04-04,Mendankwe,652,232,4.4,0,1,2,4,1392.1
2022-04-11,Mendankwe,647,222,4.5,0,1,2,4,1407.5
2022-04-18,Mendankwe,635,224,4.7,0,1,2,4,1507.4
2022-04-25,Mendankwe,661,228,4.3,0,1,2,4,1234.8
2022-05-02,Mendankwe,663,223,3.9,0,1,2,5,1572.8
2022-05-09,Mendankwe,645,223,4.2,0,1,2,5,1334.4
2022-05-16,Mendankwe,626,231,3.9,0,1,2,5,1195.4
2022-05-23,Mendankwe,652,229,4.1,0,1,2,5,1340.4
2022-05-30,Mendankwe,596,232,4.0,0,1,2,5,1574.2
2022-06-06,Mendankwe,682,223,3.8,0,1,2,6,1527.3
2022-06-13,Mendankwe,584,225,3.9,0,1,2,6,1467.2
2022-06-20,Mendankwe,607,228,3.9,0,1,2,6,1388.7
2022-06-27,Mendankwe,646,232,4.5,0,1,2,6,1317.9
2022-07-04,Mendankwe,633,230,4.3,0,1,2,7,1308.0
2022-07-11,Mendankwe,649,228,3.7,0,1,2,7,1312.4
2022-07-18,Mendankwe,672,223,4.2,0,1,2,7,1467.4
2022-07-25,Mendankwe,651,226,4.5,0,1,2,7,1323.5
2022-08-01,Mendankwe,619,230,4.2,0,1,2,8,1369.0
2022-08-08,Mendankwe,659,231,4.4,0,1,2,8,1195.9
2022-08-15,Mendankwe,629,224,3.9,0,1,2,8,1037.2
2022-08-22,Mendankwe,657,226,4.5,0,1,2,8,1353.0
2022-08-29,Mendankwe,653,224,4.4,0,1,2,8,1379.5
2022-09-05,Mendankwe,616,223,4.4,0,1,2,9,1195.5
2022-09-12,Mendankwe,673,230,3.9,0,1,2,9,1303.4
2022-09-19,Mendankwe,592,226,4.2,0,1,2,9,1254.6
2022-09-26,Mendankwe,638,224,4.0,0,1,2,9,1161.7
2022-10-03,Mendankwe,587,222,4.4,0,1,2,10,1122.5
2022-10-10,Mendankwe,641,229,4.1,0,1,2,10,1170.2
2022-10-17,Mendankwe,641,229,4.2,0,1,2,10,1025.9
2022-10-24,Mendankwe,587,226,4.5,0,1,2,10,1142.5
2022-10-31,Mendankwe,599,226,4.0,0,1,2,10,931.5
2022-11-07,Mendankwe,617,229,4.0,0,1,2,11,1247.4
2022-11-14,Mendankwe,683,223,3.9,0,1,2,11,1123.2
2022-11-21,Mendankwe,617,222,4.4,0,1,2,11,1108.1
2022-11-28,Mendankwe,595,224,4.2,0,1,2,11,1054.6
2022-12-05,Mendankwe,639,228,4.1,0,1,2,12,1179.9
2022-12-12,Mendankwe,643,227,3.9,0,1,2,12,1088.9
2022-12-19,Mendankwe,619,231,4.1,0,1,2,12,999.0
2022-12-26,Mendankwe,645,229,4.0,0,1,2,12,1119.1
2023-01-02,Mendankwe,611,226,4.3,0,1,2,1,982.3
2023-01-09,Mendankwe,675,224,4.0,0,1,2,1,1043.0
2023-01-16,Mendankwe,682,223,4.4,0,1,2,1,865.3
2023-01-23,Mendankwe,652,223,4.6,0,1,2,1,1113.3
2023-01-30,Mendankwe,607,225,4.1,0,1,2,1,1048.0
2023-02-06,Mendankwe,634,227,4.5,0,1,2,2,1210.9
2023-02-13,Mendankwe,605,226,4.2,0,1,2,2,1136.6
2023-02-20,Mendankwe,617,227,4.7,0,1,2,2,1083.2
2023-02-27,Mendankwe,585,232,4.4,0,1,2,2,1152.9
2023-03-06,Mendankwe,585,224,3.8,0,1,2,3,1091.7
2023-03-13,Mendankwe,667,232,3.9,0,1,2,3,1419.8
2023-03-20,Mendankwe,683,225,4.4,0,1,2,3,1245.9
2023-03-27,Mendankwe,620,231,4.1,0,1,2,3,1215.4
2023-04-03,Mendankwe,633,224,4.1,0,1,2,4,1458.3
2023-04-10,Mendankwe,680,228,4.3,0,1,2,4,1490.4
2023-04-17,Mendankwe,674,224,4.1,0,1,2,4,1524.3
2023-04-24,Mendankwe,680,231,4.4,0,1,2,4,1507.3
2023-05-01,Mendankwe,633,229,4.3,0,1,2,5,1383.4
2023-05-08,Mendankwe,677,228,4.0,0,1,2,5,1375.4
2023-05-15,Mendankwe,633,229,4.4,0,1,2,5,1180.9
2023-05-22,Mendankwe,648,224,4.3,0,1,2,5,1581.2
2023-05-29,Mendankwe,585,225,4.2,0,1,2,5,1332.8
2023-06-05,Mendankwe,588,224,4.3,0,1,2,6,1223.3
2023-06-12,Mendankwe,625,225,4.1,0,1,2,6,1512.0
2023-06-19,Mendankwe,632,222,4.1,0,1,2,6,1548.2
2023-06-26,Mendankwe,682,231,4.2,0,1,2,6,1548.1
2023-07-03,Mendankwe,650,230,4.2,0,1,2,7,1355.6
2023-07-10,Mendankwe,602,223,4.5,0,1,2,7,1388.8
2023-07-17,Mendankwe,605,229,4.3,0,1,2,7,1217.1
2023-07-24,Mendankwe,615,229,4.2,0,1,2,7,1359.9
2023-07-31,Mendankwe,636,232,4.4,0,1,2,7,1426.9
2023-08-07,Mendankwe,679,223,4.4,0,1,2,8,1152.8
2023-08-14,Mendankwe,626,230,4.2,0,1,2,8,1243.5
2023-08-21,Mendankwe,670,228,4.1,0,1,2,8,1283.5
2023-08-28,Mendankwe,649,227,4.1,0,1,2,8,1180.8
2023-09-04,Mendankwe,587,230,4.3,0,1,2,9,1422.1
2023-09-11,Mendankwe,631,232,4.5,0,1,2,9,1178.6
2023-09-18,Mendankwe,608,230,4.2,0,1,2,9,1129.5
2023-09-25,Mendankwe,666,232,3.9,0,1,2,9,1153.1
2023-10-02,Mendankwe,595,232,3.9,0,1,2,10,1079.8
2023-10-09,Mendankwe,669,226,4.3,0,1,2,10,1069.3
2023-10-16,Mendankwe,619,229,4.3,0,1,2,10,1057.2
2023-10-23,Mendankwe,654,224,4.2,0,1,2,10,1114.0
2023-10-30,Mendankwe,671,225,4.0,0,1,2,10,1223.8
2023-11-06,Mendankwe,654,225,4.4,0,1,2,11,1137.5
2023-11-13,Mendankwe,594,227,4.1,0,1,2,11,1105.1
2023-11-20,Mendankwe,637,224,4.4,0,1,2,11,1066.7
2023-11-27,Mendankwe,642,226,4.1,0,1,2,11,1143.4
2023-12-04,Mendankwe,626,224,3.8,0,1,2,12,1091.5
2023-12-11,Mendankwe,611,225,4.2,0,1,2,12,1100.9
2023-12-18,Mendankwe,636,226,4.2,0,1,2,12,1149.4
2020-03-02,Akum,1661,395,4.0,1,0,2,3,1724.8
2020-03-09,Akum,1636,398,4.6,1,0,2,3,1592.5
2020-03-16,Akum,1657,401,4.0,1,0,2,3,1982.9
2020-03-23,Akum,1720,398,4.1,1,0,2,3,1851.0
2020-03-30,Akum,1655,400,4.2,1,0,2,3,1713.7
2020-04-06,Akum,1675,394,4.2,1,0,2,4,1697.0
2020-04-13,Akum,1704,400,4.2,1,0,2,4,2034.8
2020-04-20,Akum,1701,396,4.2,1,0,2,4,1966.8
2020-04-27,Akum,1693,397,4.2,1,0,2,4,1883.9
2020-05-04,Akum,1647,393,4.0,1,0,2,5,2158.4
2020-05-11,Akum,1699,397,4.3,1,0,2,5,2128.7
2020-05-18,Akum,1670,402,4.3,1,0,2,5,1919.8
2020-05-25,Akum,1635,393,4.4,1,0,2,5,2179.5
2020-06-01,Akum,1711,397,4.3,1,0,2,6,1958.4
2020-06-08,Akum,1726,401,4.2,1,0,2,6,1961.8
2020-06-15,Akum,1637,397,4.6,1,0,2,6,2113.4
2020-06-22,Akum,1677,401,4.1,1,0,2,6,2102.4
2020-06-29,Akum,1719,395,4.7,1,0,2,6,1993.9
2020-07-06,Akum,1689,399,4.0,1,0,2,7,2147.3
2020-07-13,Akum,1648,397,4.2,1,0,2,7,2107.0
2020-07-20,Akum,1726,393,4.0,1,0,2,7,2090.2
2020-07-27,Akum,1681,403,4.3,1,0,2,7,2167.5
2020-08-03,Akum,1706,397,4.4,1,0,2,8,1601.5
2020-08-10,Akum,1641,401,4.4,1,0,2,8,1695.7
2020-08-17,Akum,1680,393,4.1,1,0,2,8,2182.6
2020-08-24,Akum,1692,398,4.3,1,0,2,8,2004.8
2020-08-31,Akum,1716,394,4.3,1,0,2,8,1941.5
2020-09-07,Akum,1707,396,4.2,1,0,2,9,1610.3
2020-09-14,Akum,1678,395,4.1,1,0,2,9,1865.6
2020-09-21,Akum,1716,398,4.1,1,0,2,9,2001.4
2020-09-28,Akum,1626,395,4.2,1,0,2,9,2011.2
2020-10-05,Akum,1713,393,4.2,1,0,2,10,1583.4
2020-10-12,Akum,1714,403,4.5,1,0,2,10,1699.1
2020-10-19,Akum,1692,393,4.6,1,0,2,10,1947.9
2020-10-26,Akum,1683,401,4.3,1,0,2,10,1700.6
2020-11-02,Akum,1636,398,4.2,1,0,2,11,1686.8
2020-11-09,Akum,1715,397,4.2,1,0,2,11,1493.4
2020-11-16,Akum,1673,398,4.2,1,0,2,11,1502.0
2020-11-23,Akum,1653,400,4.5,1,0,2,11,1484.6
2020-11-30,Akum,1662,393,4.4,1,0,2,11,1392.2
2020-12-07,Akum,1671,399,4.2,1,0,2,12,1493.0
2020-12-14,Akum,1632,402,4.0,1,0,2,12,1590.9
2020-12-21,Akum,1652,401,3.9,1,0,2,12,1586.7
2020-12-28,Akum,1715,401,4.2,1,0,2,12,1684.3
2021-01-04,Akum,1631,397,4.8,1,0,2,1,1534.7
2021-01-11,Akum,1629,399,4.2,1,0,2,1,1617.1
2021-01-18,Akum,1723,403,4.5,1,0,2,1,1701.5
2021-01-25,Akum,1628,401,4.4,1,0,2,1,1840.6
2021-02-01,Akum,1683,393,4.1,1,0,2,2,1724.3
2021-02-08,Akum,1630,397,4.4,1,0,2,2,2118.4
2021-02-15,Akum,1709,396,4.0,1,0,2,2,1626.0
2021-02-22,Akum,1688,400,4.4,1,0,2,2,2110.3
2021-03-01,Akum,1709,399,4.1,1,0,2,3,1946.4
2021-03-08,Akum,1676,400,4.5,1,0,2,3,1579.7
2021-03-15,Akum,1700,399,4.0,1,0,2,3,1920.7
2021-03-22,Akum,1674,398,4.2,1,0,2,3,1767.7
2021-03-29,Akum,1686,401,4.1,1,0,2,3,2024.5
2021-04-05,Akum,1654,400,4.3,1,0,2,4,1898.8
2021-04-12,Akum,1679,394,3.8,1,0,2,4,2272.0
2021-04-19,Akum,1629,402,4.4,1,0,2,4,1801.9
2021-04-26,Akum,1671,396,4.6,1,0,2,4,1937.1
2021-05-03,Akum,1630,396,3.9,1,0,2,5,2260.2
2021-05-10,Akum,1636,393,4.2,1,0,2,5,2250.1
2021-05-17,Akum,1687,396,3.8,1,0,2,5,1836.6
2021-05-24,Akum,1672,398,4.0,1,0,2,5,1873.6
2021-05-31,Akum,1683,394,4.1,1,0,2,5,1921.3
2021-06-07,Akum,1648,399,4.1,1,0,2,6,1962.5
2021-06-14,Akum,1650,399,4.3,1,0,2,6,2332.5
2021-06-21,Akum,1657,403,4.3,1,0,2,6,2355.3
2021-06-28,Akum,1668,401,4.3,1,0,2,6,2056.2
2021-07-05,Akum,1666,402,3.9,1,0,2,7,1958.2
2021-07-12,Akum,1712,400,4.3,1,0,2,7,2100.1
2021-07-19,Akum,1649,395,3.9,1,0,2,7,1983.4
2021-07-26,Akum,1657,402,4.3,1,0,2,7,2147.1
2021-08-02,Akum,1700,399,4.1,1,0,2,8,1985.7
2021-08-09,Akum,1681,394,3.6,1,0,2,8,1926.9
2021-08-16,Akum,1640,396,3.9,1,0,2,8,2087.9
2021-08-23,Akum,1633,402,3.9,1,0,2,8,1668.0
2021-08-30,Akum,1636,399,4.4,1,0,2,8,1970.3
2021-09-06,Akum,1654,393,4.1,1,0,2,9,1846.2
2021-09-13,Akum,1653,394,4.4,1,0,2,9,1849.4
2021-09-20,Akum,1668,395,4.1,1,0,2,9,1955.8
2021-09-27,Akum,1630,394,4.1,1,0,2,9,1842.9
2021-10-04,Akum,1666,402,4.1,1,0,2,10,1599.9
2021-10-11,Akum,1645,403,4.5,1,0,2,10,1502.4
2021-10-18,Akum,1709,400,4.3,1,0,2,10,1760.9
2021-10-25,Akum,1687,398,4.0,1,0,2,10,1844.0
2021-11-01,Akum,1721,393,4.1,1,0,2,11,1644.5
2021-11-08,Akum,1629,402,4.0,1,0,2,11,1636.6
2021-11-15,Akum,1656,399,4.1,1,0,2,11,1724.5
2021-11-22,Akum,1710,401,4.2,1,0,2,11,1584.2
2021-11-29,Akum,1684,396,3.9,1,0,2,11,1516.2
2021-12-06,Akum,1681,399,4.3,1,0,2,12,1780.4
2021-12-13,Akum,1690,394,4.1,1,0,2,12,1641.5
2021-12-20,Akum,1630,393,4.3,1,0,2,12,1668.7
2021-12-27,Akum,1633,398,4.4,1,0,2,12,1681.7
2022-01-03,Akum,1700,396,4.0,1,0,2,1,1452.3
2022-01-10,Akum,1724,399,4.3,1,0,2,1,1734.7
2022-01-17,Akum,1668,398,4.5,1,0,2,1,1618.3
2022-01-24,Akum,1698,402,4.3,1,0,2,1,1737.1
2022-01-31,Akum,1628,398,4.2,1,0,2,1,1638.4
2022-02-07,Akum,1691,401,3.8,1,0,2,2,1643.5
2022-02-14,Akum,1651,401,4.5,1,0,2,2,1872.2
2022-02-21,Akum,1700,396,4.2,1,0,2,2,1786.8
2022-02-28,Akum,1631,402,4.4,1,0,2,2,1691.5
2022-03-07,Akum,1641,395,4.3,1,0,2,3,1689.1
2022-03-14,Akum,1639,394,3.9,1,0,2,3,1769.5
2022-03-21,Akum,1670,398,4.4,1,0,2,3,1910.7
2022-03-28,Akum,1675,397,4.3,1,0,2,3,1621.3
2022-04-04,Akum,1645,400,3.6,1,0,2,4,1983.4
2022-04-11,Akum,1721,397,4.1,1,0,2,4,1903.2
2022-04-18,Akum,1683,397,3.9,1,0,2,4,2176.7
2022-04-25,Akum,1691,397,4.4,1,0,2,4,2377.4
2022-05-02,Akum,1702,403,4.0,1,0,2,5,2027.0
2022-05-09,Akum,1697,398,4.2,1,0,2,5,2258.7
2022-05-16,Akum,1711,396,4.5,1,0,2,5,2056.5
2022-05-23,Akum,1646,396,4.0,1,0,2,5,2239.5
2022-05-30,Akum,1648,400,4.3,1,0,2,5,2191.4
2022-06-06,Akum,1725,394,4.0,1,0,2,6,2380.0
2022-06-13,Akum,1718,397,4.1,1,0,2,6,2191.0
2022-06-20,Akum,1725,403,4.2,1,0,2,6,1750.1
2022-06-27,Akum,1646,397,4.3,1,0,2,6,2095.7
2022-07-04,Akum,1672,399,4.1,1,0,2,7,2419.9
2022-07-11,Akum,1667,401,3.9,1,0,2,7,1941.9
2022-07-18,Akum,1663,400,4.3,1,0,2,7,2065.8
2022-07-25,Akum,1664,400,4.0,1,0,2,7,2253.5
2022-08-01,Akum,1700,399,3.7,1,0,2,8,1876.9
2022-08-08,Akum,1725,394,4.0,1,0,2,8,2107.0
2022-08-15,Akum,1649,401,4.1,1,0,2,8,2216.1
2022-08-22,Akum,1690,403,4.2,1,0,2,8,2379.4
2022-08-29,Akum,1726,398,4.2,1,0,2,8,1758.5
2022-09-05,Akum,1672,403,4.4,1,0,2,9,1898.6
2022-09-12,Akum,1648,399,4.3,1,0,2,9,1964.8
2022-09-19,Akum,1707,399,4.0,1,0,2,9,1740.6
2022-09-26,Akum,1695,395,4.1,1,0,2,9,1892.2
2022-10-03,Akum,1719,403,4.2,1,0,2,10,1845.8
2022-10-10,Akum,1705,393,4.1,1,0,2,10,1790.7
2022-10-17,Akum,1662,393,4.0,1,0,2,10,1752.3
2022-10-24,Akum,1714,393,4.5,1,0,2,10,1772.1
2022-10-31,Akum,1698,399,4.4,1,0,2,10,1656.6
2022-11-07,Akum,1643,402,3.8,1,0,2,11,1544.3
2022-11-14,Akum,1683,393,4.7,1,0,2,11,1573.1
2022-11-21,Akum,1726,401,4.4,1,0,2,11,1747.5
2022-11-28,Akum,1687,399,4.0,1,0,2,11,1773.6
2022-12-05,Akum,1696,400,4.1,1,0,2,12,1634.3
2022-12-12,Akum,1718,397,4.3,1,0,2,12,1639.0
2022-12-19,Akum,1653,397,3.8,1,0,2,12,1713.7
2022-12-26,Akum,1726,394,4.1,1,0,2,12,1674.1
2023-01-02,Akum,1643,394,4.0,1,0,2,1,1443.3
2023-01-09,Akum,1708,400,4.0,1,0,2,1,1680.9
2023-01-16,Akum,1693,396,4.2,1,0,2,1,1653.1
2023-01-23,Akum,1630,394,4.6,1,0,2,1,1676.8
2023-01-30,Akum,1712,399,4.1,1,0,2,1,1840.5
2023-02-06,Akum,1673,401,4.4,1,0,2,2,1960.5
2023-02-13,Akum,1626,399,3.8,1,0,2,2,1810.9
2023-02-20,Akum,1627,399,4.3,1,0,2,2,1874.4
2023-02-27,Akum,1636,396,3.8,1,0,2,2,1641.3
2023-03-06,Akum,1699,399,4.2,1,0,2,3,1860.8
2023-03-13,Akum,1709,400,4.5,1,0,2,3,1990.1
2023-03-20,Akum,1726,394,4.2,1,0,2,3,1848.7
2023-03-27,Akum,1664,399,4.4,1,0,2,3,2382.3
2023-04-03,Akum,1712,400,4.4,1,0,2,4,2100.6
2023-04-10,Akum,1658,394,4.1,1,0,2,4,2205.2
2023-04-17,Akum,1669,395,4.1,1,0,2,4,1967.4
2023-04-24,Akum,1711,403,4.0,1,0,2,4,2229.2
2023-05-01,Akum,1690,395,4.6,1,0,2,5,2269.2
2023-05-08,Akum,1726,398,4.0,1,0,2,5,2100.0
2023-05-15,Akum,1655,394,4.4,1,0,2,5,2083.8
2023-05-22,Akum,1711,397,4.2,1,0,2,5,2160.0
2023-05-29,Akum,1704,394,4.7,1,0,2,5,2003.2
2023-06-05,Akum,1694,400,4.1,1,0,2,6,2529.9
2023-06-12,Akum,1670,403,4.1,1,0,2,6,2200.0
2023-06-19,Akum,1709,396,3.9,1,0,2,6,2208.9
2023-06-26,Akum,1697,394,4.0,1,0,2,6,2303.4
2023-07-03,Akum,1664,393,4.2,1,0,2,7,2067.9
2023-07-10,Akum,1674,395,4.3,1,0,2,7,2316.8
2023-07-17,Akum,1691,396,4.5,1,0,2,7,2203.1
2023-07-24,Akum,1717,399,4.3,1,0,2,7,2011.5
2023-07-31,Akum,1717,398,3.8,1,0,2,7,2229.6
2023-08-07,Akum,1627,396,4.2,1,0,2,8,2204.7
2023-08-14,Akum,1679,395,4.1,1,0,2,8,2250.0
2023-08-21,Akum,1714,399,4.3,1,0,2,8,2085.7
2023-08-28,Akum,1629,403,4.1,1,0,2,8,2189.2
